"user.self","sys.self","elapsed","user.child","sys.child"
183.279999999999,36.0699999999997,220.860000000001,NA,NA
269.970000000001,51.1599999999999,325.300000000003,NA,NA
5.58000000000175,1.32999999999993,7.07999999998719,NA,NA
247.330000000002,49.7200000000003,304.069999999992,NA,NA
135.299999999996,26.4499999999998,164.960000000006,NA,NA
504.989999999998,91.6700000000001,606.550000000003,NA,NA
4.36000000000058,0.829999999999927,5.21999999998661,NA,NA
44.4300000000003,7.92000000000007,52.890000000014,NA,NA
192.720000000001,37.6000000000004,231.989999999991,NA,NA
4.55999999999767,1.13999999999942,5.75999999999476,NA,NA
112.709999999999,21.9200000000001,136.100000000006,NA,NA
164.989999999998,31.1000000000004,197.729999999996,NA,NA
177.279999999999,34.8599999999997,214.059999999998,NA,NA
439.169999999998,83.9300000000003,538.179999999993,NA,NA
17.9100000000035,3.32999999999993,21.4700000000012,NA,NA
409.889999999999,77.0999999999995,490.940000000002,NA,NA
73,14.1999999999998,87.5299999999988,NA,NA
457.93,85.1100000000006,546,NA,NA
355.459999999999,69.6199999999999,430.260000000009,NA,NA
66.9000000000015,12.8299999999999,80.2899999999936,NA,NA
235.189999999995,46.9899999999998,287.270000000004,NA,NA
210.599999999999,41.9300000000003,257.520000000004,NA,NA
126.330000000002,24.1800000000003,152.729999999996,NA,NA
84.8600000000006,16.5,102.759999999995,NA,NA
55.0600000000049,10.5699999999997,66.0800000000017,NA,NA
86.1399999999994,17.3400000000001,104.279999999999,NA,NA
510.830000000002,99.0200000000004,617.579999999987,NA,NA
328.620000000003,64.8400000000001,398.270000000004,NA,NA
274.120000000003,52.6700000000001,332.159999999989,NA,NA
228.739999999998,42.3100000000004,272.649999999994,NA,NA
178.43,34.8800000000001,222.809999999998,NA,NA
73.4400000000023,14.4699999999993,88.8899999999994,NA,NA
26.7299999999959,5.09000000000015,32.1900000000023,NA,NA
291.169999999998,54.1300000000001,347.110000000001,NA,NA
23.4400000000023,4.71000000000004,28.3399999999965,NA,NA
200.670000000006,36.6100000000006,238.720000000001,NA,NA
67.739999999998,12.1599999999999,80.2700000000041,NA,NA
5.09000000000378,1.14000000000033,6.25,NA,NA
174.459999999999,31.5299999999997,206.880000000005,NA,NA
94.7699999999968,18.8099999999995,114.809999999998,NA,NA
217.18,40.3600000000006,259.800000000003,NA,NA
399.879999999997,72.2699999999995,476,NA,NA
134.769999999997,25.8000000000002,161.929999999993,NA,NA
37.2999999999956,7.17000000000007,44.8300000000017,NA,NA
146.349999999999,26.3000000000002,173.710000000006,NA,NA
25.4100000000035,5.03999999999996,30.6600000000035,NA,NA
236.230000000003,42.7199999999993,281.159999999989,NA,NA
337.32,62.75,409.789999999994,NA,NA
34.5199999999968,6.85000000000036,41.4799999999959,NA,NA
310.529999999999,55.6700000000001,368.87000000001,NA,NA
87.1800000000003,15.9700000000003,103.889999999999,NA,NA
122.220000000001,22.2700000000004,145.279999999999,NA,NA
11.6699999999983,2.35999999999967,14.0500000000029,NA,NA
74.8899999999994,14.1800000000003,89.4899999999907,NA,NA
176.299999999996,32.7200000000003,210.130000000005,NA,NA
19.0199999999968,4.0600000000004,23.3300000000017,NA,NA
87.1999999999971,15.9200000000001,103.610000000001,NA,NA
176,33.1700000000001,212.839999999997,NA,NA
112.790000000001,21.5600000000004,137.880000000005,NA,NA
995.420000000006,183.219999999999,1193.07999999999,NA,NA
246.970000000001,46.9400000000005,296.259999999995,NA,NA
115.610000000001,20.9499999999998,138.229999999996,NA,NA
154.700000000004,30.1599999999999,188.289999999994,NA,NA
152.269999999997,29.9499999999998,185.610000000001,NA,NA
34.8600000000006,6.69000000000051,42.0999999999913,NA,NA
63.6500000000015,11.9799999999996,76.4600000000064,NA,NA
111.730000000003,22.0699999999997,136,NA,NA
391.32,71.4600000000009,468.510000000009,NA,NA
358.400000000001,70.2700000000004,435,NA,NA
31.1999999999971,5.82999999999993,37.6699999999983,NA,NA
32.0800000000017,6.68999999999869,39.1499999999942,NA,NA
19.1200000000026,3.81999999999971,22.9600000000064,NA,NA
40.7900000000009,8.44000000000051,49.3500000000058,NA,NA
7.65000000000146,1.67000000000007,9.33999999999651,NA,NA
132.980000000003,26.3299999999999,159.590000000011,NA,NA
239.559999999998,45.4500000000007,285.529999999999,NA,NA
125.800000000003,24.3500000000004,151.539999999994,NA,NA
376.389999999999,71.4799999999996,451.839999999997,NA,NA
113.970000000001,20.9599999999991,135.329999999987,NA,NA
0.190000000002328,0.150000000001455,0.360000000000582,NA,NA
71.4199999999983,13.1699999999983,84.7600000000093,NA,NA
3.15999999999622,0.580000000001746,3.72999999999593,NA,NA
5.68999999999505,1.27999999999884,6.95999999999185,NA,NA
133.799999999996,25.0799999999999,159.279999999999,NA,NA
97.3899999999994,19.4200000000001,117.150000000009,NA,NA
109.969999999994,19.75,129.839999999997,NA,NA
221.760000000002,43.3299999999999,265.549999999988,NA,NA
3.33999999999651,0.700000000000728,4.06000000001222,NA,NA
31.8799999999974,6.07999999999993,38,NA,NA
116.220000000001,22.2399999999998,138.639999999999,NA,NA
87.0900000000038,17.1800000000003,104.550000000003,NA,NA
316.639999999999,61.5699999999997,379.020000000004,NA,NA
145.080000000002,27.5799999999999,172.880000000005,NA,NA
178.230000000003,35.4099999999999,214.440000000002,NA,NA
317.860000000001,60.6499999999996,379.710000000006,NA,NA
79.4300000000003,14.6900000000005,94.2700000000041,NA,NA
4.56000000000495,1.13999999999942,5.77999999999884,NA,NA
134.019999999997,24.9899999999998,159.229999999996,NA,NA
31.8099999999977,6.81000000000131,38.6999999999971,NA,NA
135.75,25.7299999999996,161.770000000004,NA,NA
